ID,Diet,How Often Shower,Heating Energy Source,Social Activity,Monthly Grocery Bill,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With
7363,omnivore,twice a day,natural gas,often,215,18,33,18,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']"
7364,pescatarian,less frequently,coal,sometimes,193,13,49,15,Yes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']"
7365,pescatarian,more frequently,natural gas,sometimes,97,6,7,2,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
7366,vegetarian,more frequently,coal,often,214,3,36,12,No,"['Plastic', 'Glass']",['Stove']
7367,omnivore,daily,natural gas,often,106,10,36,22,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']"
7368,omnivore,twice a day,wood,sometimes,215,15,35,12,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']"
7369,vegan,daily,electricity,often,100,13,49,5,Yes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']"
7370,omnivore,more frequently,electricity,sometimes,152,16,40,5,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7371,vegetarian,more frequently,wood,often,156,13,2,22,No,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']"
7372,vegan,less frequently,electricity,sometimes,111,3,9,15,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']"
7373,omnivore,less frequently,natural gas,often,178,9,23,21,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
7374,vegetarian,less frequently,natural gas,often,105,21,4,8,Yes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7375,vegetarian,twice a day,wood,never,227,15,32,24,No,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']"
7376,vegetarian,less frequently,wood,often,126,5,37,24,No,"['Plastic', 'Metal']",['Stove']
7377,vegan,twice a day,wood,never,241,6,22,9,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave']
7378,omnivore,daily,electricity,sometimes,259,13,38,17,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7379,vegan,twice a day,coal,often,72,14,15,17,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave']"
7380,pescatarian,twice a day,electricity,never,118,13,2,23,Sometimes,['Plastic'],['Stove']
7381,vegan,less frequently,natural gas,sometimes,222,11,21,0,No,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']"
7382,pescatarian,less frequently,electricity,sometimes,265,2,38,6,Yes,"['Paper', 'Glass', 'Metal']",['Microwave']
7383,vegetarian,more frequently,natural gas,often,157,12,13,3,Yes,"['Plastic', 'Metal']","['Grill', 'Airfryer']"
7384,vegan,daily,electricity,never,131,24,27,8,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7385,pescatarian,twice a day,wood,never,163,13,9,7,No,"['Glass', 'Metal']","['Grill', 'Airfryer']"
7386,vegetarian,twice a day,electricity,often,204,22,36,13,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave']"
7387,pescatarian,daily,wood,sometimes,111,4,2,10,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']"
7388,pescatarian,daily,electricity,never,155,2,14,6,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']"
7389,vegan,more frequently,natural gas,sometimes,63,12,27,6,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']"
7390,vegan,more frequently,electricity,sometimes,210,14,27,12,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
7391,omnivore,more frequently,wood,sometimes,231,21,33,2,Sometimes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']"
7392,pescatarian,less frequently,wood,never,111,8,44,9,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7393,vegetarian,twice a day,natural gas,sometimes,80,19,46,23,No,"['Paper', 'Plastic', 'Glass']",['Oven']
7394,vegetarian,less frequently,wood,often,160,7,7,24,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
7395,vegan,twice a day,coal,sometimes,115,8,17,22,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
7396,vegan,twice a day,natural gas,never,96,17,13,17,Yes,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']"
7397,pescatarian,less frequently,natural gas,sometimes,141,22,8,23,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
7398,omnivore,more frequently,electricity,sometimes,165,5,48,7,Sometimes,[],"['Stove', 'Grill', 'Airfryer']"
7399,omnivore,less frequently,electricity,often,125,1,26,12,Yes,['Glass'],"['Stove', 'Grill', 'Airfryer']"
7400,omnivore,daily,electricity,never,137,5,45,9,No,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
7401,vegetarian,daily,natural gas,sometimes,239,13,8,23,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7402,omnivore,more frequently,natural gas,never,256,17,0,8,Yes,['Glass'],['Oven']
7403,vegetarian,more frequently,electricity,often,245,21,46,11,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']"
7404,vegan,twice a day,coal,never,157,15,28,8,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']"
7405,pescatarian,daily,coal,often,247,12,15,18,No,"['Paper', 'Glass']",[]
7406,omnivore,daily,natural gas,sometimes,255,17,37,19,Sometimes,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']"
7407,vegetarian,less frequently,coal,never,97,7,30,21,Yes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7408,pescatarian,daily,wood,never,201,19,18,20,Yes,[],"['Microwave', 'Grill', 'Airfryer']"
7409,omnivore,twice a day,natural gas,sometimes,171,3,42,18,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7410,pescatarian,daily,coal,never,146,10,23,14,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']"
7411,vegan,daily,coal,often,248,12,8,16,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']"
7412,vegetarian,less frequently,coal,sometimes,270,21,7,4,Yes,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']"
7413,pescatarian,less frequently,wood,sometimes,122,16,23,15,No,"['Plastic', 'Glass']",[]
7414,vegetarian,more frequently,natural gas,never,203,16,46,10,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
7415,vegetarian,daily,coal,sometimes,279,1,14,9,No,['Plastic'],"['Stove', 'Oven', 'Microwave']"
7416,omnivore,less frequently,wood,sometimes,93,18,29,6,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7417,vegetarian,more frequently,natural gas,never,113,13,6,20,Sometimes,['Plastic'],[]
7418,pescatarian,less frequently,electricity,never,136,1,20,11,No,"['Plastic', 'Glass']","['Stove', 'Microwave']"
7419,vegan,twice a day,natural gas,never,212,24,15,4,Sometimes,"['Plastic', 'Glass', 'Metal']",[]
7420,vegan,more frequently,wood,often,276,7,11,23,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7421,omnivore,twice a day,electricity,never,268,13,49,15,Yes,"['Plastic', 'Metal']",['Microwave']
7422,vegan,twice a day,coal,often,158,17,42,8,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']"
7423,vegan,more frequently,wood,sometimes,123,10,14,9,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7424,vegan,less frequently,natural gas,never,171,19,32,19,No,['Metal'],"['Oven', 'Microwave']"
7425,omnivore,less frequently,coal,often,50,15,43,10,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']"
7426,pescatarian,daily,electricity,often,134,13,22,3,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']"
7427,vegan,less frequently,electricity,never,140,16,21,13,Yes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
7428,pescatarian,twice a day,wood,often,242,13,19,0,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven']"
7429,pescatarian,daily,electricity,never,78,16,40,4,Yes,['Glass'],['Oven']
7430,pescatarian,less frequently,coal,often,149,19,10,17,No,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']"
7431,omnivore,twice a day,coal,sometimes,119,10,14,0,Sometimes,"['Glass', 'Metal']",['Microwave']
7432,omnivore,daily,natural gas,often,151,8,18,7,No,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7433,pescatarian,more frequently,coal,sometimes,53,6,42,18,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
7434,pescatarian,less frequently,wood,often,77,6,48,11,Sometimes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
7435,omnivore,daily,wood,never,284,20,23,9,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
7436,vegetarian,daily,natural gas,sometimes,221,22,34,12,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']"
7437,vegetarian,twice a day,electricity,often,164,19,23,0,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave']"
7438,omnivore,less frequently,coal,never,61,19,39,19,No,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7439,omnivore,less frequently,electricity,sometimes,66,12,45,17,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']"
7440,pescatarian,more frequently,natural gas,never,57,16,25,20,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']"
7441,vegan,more frequently,electricity,never,206,9,37,5,No,"['Paper', 'Plastic', 'Glass']",[]
7442,omnivore,twice a day,natural gas,often,104,0,15,0,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']"
7443,pescatarian,less frequently,coal,sometimes,177,21,29,11,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']"
7444,omnivore,twice a day,natural gas,often,123,17,30,3,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7445,vegetarian,more frequently,electricity,often,180,12,26,8,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
7446,omnivore,less frequently,electricity,sometimes,98,17,6,22,No,['Glass'],"['Stove', 'Grill', 'Airfryer']"
7447,vegetarian,less frequently,electricity,never,235,13,9,2,Sometimes,[],"['Stove', 'Oven']"
7448,vegan,twice a day,natural gas,often,127,21,36,12,No,['Paper'],"['Stove', 'Oven', 'Microwave']"
7449,vegetarian,more frequently,natural gas,never,266,3,35,6,Sometimes,"['Paper', 'Plastic']",['Stove']
7450,vegan,more frequently,natural gas,never,206,16,35,7,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7451,omnivore,daily,electricity,sometimes,268,3,29,6,Sometimes,"['Plastic', 'Metal']","['Grill', 'Airfryer']"
7452,vegan,twice a day,wood,often,81,14,25,0,Yes,"['Paper', 'Glass']","['Stove', 'Microwave']"
7453,vegetarian,twice a day,natural gas,often,172,12,22,7,No,['Metal'],"['Stove', 'Grill', 'Airfryer']"
7454,omnivore,twice a day,wood,often,155,9,42,13,No,"['Paper', 'Metal']","['Oven', 'Microwave']"
7455,vegan,twice a day,coal,sometimes,223,2,16,9,Yes,"['Plastic', 'Metal']",['Stove']
7456,vegan,twice a day,natural gas,never,99,10,26,2,Yes,"['Paper', 'Plastic', 'Glass']",['Microwave']
7457,vegan,daily,coal,sometimes,179,16,35,17,Sometimes,['Paper'],"['Oven', 'Microwave']"
7458,pescatarian,less frequently,electricity,never,264,15,28,15,No,['Metal'],"['Stove', 'Microwave']"
7459,vegetarian,twice a day,electricity,sometimes,76,19,32,11,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']"
7460,pescatarian,more frequently,wood,never,186,4,26,1,No,[],"['Stove', 'Oven']"
7461,vegetarian,twice a day,coal,often,198,0,35,13,Yes,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
7462,omnivore,daily,coal,sometimes,220,12,50,18,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7463,vegetarian,less frequently,coal,sometimes,81,21,12,1,No,['Plastic'],['Microwave']
7464,omnivore,more frequently,coal,sometimes,214,17,22,15,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7465,pescatarian,daily,electricity,sometimes,159,14,15,19,No,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']"
7466,pescatarian,more frequently,coal,often,174,1,48,12,No,"['Paper', 'Glass']",['Stove']
7467,vegan,less frequently,coal,never,105,1,43,7,Sometimes,[],"['Grill', 'Airfryer']"
7468,vegan,daily,coal,sometimes,188,17,3,24,Yes,['Plastic'],"['Oven', 'Grill', 'Airfryer']"
7469,pescatarian,less frequently,coal,sometimes,254,18,27,24,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
7470,vegetarian,twice a day,natural gas,never,91,17,22,1,No,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']"
7471,vegetarian,daily,wood,never,168,5,10,18,No,"['Paper', 'Metal']","['Stove', 'Oven']"
7472,vegetarian,twice a day,wood,never,276,10,20,19,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
7473,vegan,twice a day,wood,sometimes,99,0,50,18,Yes,"['Glass', 'Metal']",[]
7474,vegan,twice a day,coal,often,176,2,33,17,No,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7475,omnivore,more frequently,coal,often,275,16,32,7,Sometimes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']"
7476,omnivore,less frequently,natural gas,often,260,21,20,10,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7477,vegetarian,twice a day,wood,never,276,11,1,5,Yes,['Paper'],['Oven']
7478,vegan,daily,coal,sometimes,238,1,34,7,Sometimes,"['Paper', 'Metal']",[]
7479,pescatarian,daily,natural gas,often,242,17,38,16,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']"
7480,vegetarian,more frequently,natural gas,sometimes,237,21,31,1,Yes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']"
7481,vegetarian,more frequently,natural gas,never,79,1,40,22,Sometimes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
7482,pescatarian,less frequently,natural gas,often,66,12,2,8,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7483,vegan,less frequently,coal,sometimes,210,12,30,6,No,"['Glass', 'Metal']","['Stove', 'Oven']"
7484,omnivore,daily,coal,never,173,14,36,11,Sometimes,['Paper'],"['Microwave', 'Grill', 'Airfryer']"
7485,vegetarian,daily,wood,sometimes,226,11,34,18,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']"
7486,omnivore,less frequently,electricity,sometimes,148,11,24,20,No,"['Plastic', 'Metal']","['Grill', 'Airfryer']"
7487,vegetarian,daily,natural gas,sometimes,149,0,22,9,Sometimes,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
7488,omnivore,less frequently,natural gas,often,59,3,19,19,No,"['Plastic', 'Glass']","['Stove', 'Microwave']"
7489,pescatarian,more frequently,coal,never,172,16,24,16,No,['Paper'],"['Stove', 'Oven', 'Microwave']"
7490,vegan,daily,coal,often,166,6,34,9,No,['Metal'],"['Stove', 'Oven']"
7491,omnivore,twice a day,wood,sometimes,283,18,28,6,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']"
7492,pescatarian,twice a day,electricity,sometimes,184,10,48,14,Sometimes,"['Paper', 'Plastic', 'Metal']",[]
7493,vegetarian,less frequently,wood,sometimes,191,15,47,13,Sometimes,"['Paper', 'Plastic']","['Grill', 'Airfryer']"
7494,omnivore,less frequently,electricity,sometimes,103,6,7,8,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']"
7495,vegetarian,twice a day,wood,never,183,21,11,0,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7496,vegan,more frequently,coal,never,289,12,22,3,Yes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
7497,vegetarian,daily,coal,never,264,14,15,18,Yes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']"
7498,pescatarian,less frequently,wood,sometimes,239,20,38,22,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']"
7499,vegan,less frequently,natural gas,sometimes,262,20,36,18,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']"
7500,omnivore,twice a day,coal,never,69,22,16,24,Sometimes,"['Paper', 'Plastic', 'Glass']",['Microwave']
7501,omnivore,twice a day,electricity,never,123,3,30,4,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave']"
7502,pescatarian,more frequently,coal,often,106,13,27,12,Sometimes,['Metal'],['Microwave']
7503,vegetarian,daily,electricity,never,77,4,7,22,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven']"
7504,vegetarian,twice a day,electricity,sometimes,156,0,44,12,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']"
7505,omnivore,less frequently,wood,sometimes,155,18,7,20,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7506,vegan,more frequently,natural gas,never,73,1,35,3,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']"
7507,pescatarian,twice a day,natural gas,often,74,11,13,1,No,"['Plastic', 'Metal']","['Stove', 'Microwave']"
7508,pescatarian,daily,coal,sometimes,289,23,30,18,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']"
7509,pescatarian,twice a day,wood,never,70,14,33,6,Yes,"['Paper', 'Plastic']",['Microwave']
7510,pescatarian,daily,wood,sometimes,79,23,39,9,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']"
7511,pescatarian,more frequently,electricity,sometimes,264,13,41,5,Sometimes,"['Paper', 'Plastic']","['Stove', 'Microwave']"
7512,vegan,more frequently,electricity,never,70,18,5,5,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']"
7513,vegetarian,more frequently,electricity,sometimes,231,17,17,6,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']"
7514,vegan,twice a day,wood,never,181,0,39,6,Sometimes,['Glass'],['Oven']
7515,pescatarian,daily,wood,never,100,9,33,15,Sometimes,['Paper'],"['Microwave', 'Grill', 'Airfryer']"
7516,pescatarian,daily,natural gas,never,123,19,46,1,No,"['Paper', 'Metal']","['Oven', 'Microwave']"
7517,omnivore,twice a day,electricity,sometimes,296,12,17,12,Sometimes,"['Paper', 'Plastic']","['Stove', 'Microwave']"
7518,omnivore,daily,electricity,sometimes,279,22,39,14,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
7519,pescatarian,twice a day,coal,often,169,0,39,8,Yes,['Metal'],"['Stove', 'Microwave']"
7520,omnivore,twice a day,electricity,often,298,13,21,9,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7521,pescatarian,twice a day,coal,often,220,6,34,8,Sometimes,"['Paper', 'Metal']",['Oven']
7522,vegetarian,less frequently,electricity,often,105,22,23,11,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave']
7523,pescatarian,daily,wood,often,287,15,5,11,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
7524,vegan,more frequently,natural gas,sometimes,236,1,42,23,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7525,vegetarian,twice a day,electricity,never,285,18,14,8,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
7526,vegetarian,daily,electricity,often,202,10,11,5,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave']
7527,vegan,daily,coal,often,54,10,20,3,Yes,['Paper'],"['Stove', 'Microwave']"
7528,vegan,twice a day,coal,often,207,20,35,7,Yes,"['Paper', 'Glass']",['Microwave']
7529,vegetarian,less frequently,natural gas,sometimes,185,20,25,16,No,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']"
7530,omnivore,twice a day,coal,often,228,15,50,18,Yes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']"
7531,pescatarian,less frequently,electricity,never,84,10,39,1,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']"
7532,vegan,daily,wood,never,63,14,7,1,Yes,['Metal'],"['Microwave', 'Grill', 'Airfryer']"
7533,pescatarian,daily,electricity,never,91,14,3,5,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']"
7534,vegan,daily,coal,never,217,16,8,18,Sometimes,['Plastic'],[]
7535,omnivore,daily,coal,sometimes,235,5,30,17,No,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']"
7536,pescatarian,less frequently,wood,often,163,24,28,23,Yes,"['Plastic', 'Metal']",['Oven']
7537,pescatarian,more frequently,wood,sometimes,136,1,38,22,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']"
7538,pescatarian,daily,electricity,never,174,10,36,11,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave']"
7539,vegetarian,daily,electricity,never,120,7,38,24,Sometimes,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']"
7540,vegetarian,daily,electricity,never,184,7,27,11,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
7541,vegetarian,more frequently,electricity,sometimes,276,8,46,23,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7542,pescatarian,less frequently,electricity,often,250,4,26,17,Yes,"['Paper', 'Plastic']",[]
7543,omnivore,daily,coal,never,61,18,45,13,No,"['Paper', 'Glass', 'Metal']",['Oven']
7544,omnivore,daily,natural gas,often,234,13,46,12,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']"
7545,vegetarian,more frequently,electricity,sometimes,109,12,44,20,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7546,vegan,twice a day,coal,never,254,10,45,17,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7547,vegetarian,less frequently,wood,sometimes,93,8,26,24,Sometimes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
