Body Type,Diet,How Often Shower,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,Recycle Plastic,Recycle Glass,Recycle Metal,Recycle Paper,Recycling Count,Cook With Stove,Cook With Oven,Cook With Microwave,Cook With Grill,Cook With Airfryer,Cooking With Count,Monthly Grocery Bill Tier
underweight,omnivore,more frequently,public,often,93,rarely,extra large,6,16,2,4,Yes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1563,0,1,1,1,3,0,0,0,1,1,2,Low
underweight,pescatarian,less frequently,public,often,270,never,extra large,3,4,20,9,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1367,0,1,0,1,2,1,1,1,1,1,5,High
overweight,pescatarian,twice a day,private,sometimes,173,frequently,small,5,0,44,11,Sometimes,[Paper],[],3698,0,0,0,1,1,0,0,0,0,0,0,Medium
obese,vegan,less frequently,walk/bicycle,sometimes,210,frequently,extra large,5,3,36,15,Yes,[Glass],"['Stove', 'Oven']",2491,0,1,0,0,1,1,1,0,0,0,2,Medium
overweight,vegetarian,more frequently,private,sometimes,141,frequently,extra large,3,3,35,15,Yes,"['Paper', 'Plastic']",[Microwave],2285,1,0,0,1,2,0,0,1,0,0,1,Medium
underweight,pescatarian,less frequently,public,often,249,very frequently,large,1,11,23,9,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2084,0,1,1,1,3,1,0,1,1,1,4,High
normal,vegetarian,more frequently,private,never,139,rarely,small,4,20,15,21,No,"['Plastic', 'Metal']",[Microwave],3277,1,0,1,0,2,0,0,1,0,0,1,Medium
underweight,pescatarian,daily,walk/bicycle,sometimes,222,rarely,extra large,2,6,36,6,Yes,[Plastic],"['Stove', 'Grill', 'Airfryer']",1647,1,0,0,0,1,1,0,0,1,1,3,Medium
underweight,vegetarian,more frequently,walk/bicycle,often,91,rarely,medium,2,24,8,21,Sometimes,"['Paper', 'Plastic']",[],1036,1,0,0,1,2,0,0,0,0,0,0,Low
underweight,omnivore,less frequently,walk/bicycle,never,144,rarely,medium,1,1,34,6,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1084,1,1,1,1,4,1,1,1,1,1,5,Medium
normal,vegetarian,more frequently,public,sometimes,229,rarely,large,1,20,36,21,No,[Paper],"['Stove', 'Microwave']",1756,0,0,0,1,1,1,0,1,0,0,2,High
underweight,vegetarian,twice a day,walk/bicycle,never,238,very frequently,large,3,2,48,19,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",2345,0,0,1,1,2,1,0,0,1,1,3,High
overweight,pescatarian,daily,walk/bicycle,often,277,never,extra large,5,2,30,1,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1986,0,1,1,1,3,0,1,1,1,1,4,High
normal,omnivore,more frequently,walk/bicycle,sometimes,129,frequently,small,7,17,34,11,Sometimes,[],"['Grill', 'Airfryer']",1993,0,0,0,0,0,0,0,0,1,1,2,Medium
overweight,omnivore,twice a day,walk/bicycle,sometimes,293,frequently,extra large,2,13,41,7,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2158,1,1,1,0,3,1,1,0,0,0,2,High
underweight,vegan,daily,walk/bicycle,often,263,frequently,small,1,7,9,2,Sometimes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1692,1,1,0,0,2,0,1,0,1,1,3,High
obese,omnivore,daily,walk/bicycle,never,62,frequently,medium,3,20,30,10,No,[Glass],"['Oven', 'Microwave']",2676,0,1,0,0,1,0,1,1,0,0,2,Low
underweight,vegetarian,daily,private,sometimes,146,frequently,extra large,5,20,38,0,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",2765,1,0,0,1,2,1,1,0,1,1,4,Medium
underweight,vegetarian,more frequently,public,sometimes,212,rarely,small,2,21,50,12,Yes,[Paper],"['Stove', 'Oven']",1469,0,0,0,1,1,1,1,0,0,0,2,Medium
underweight,vegan,more frequently,public,sometimes,274,rarely,extra large,3,9,2,20,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave']",1348,0,1,0,1,2,1,0,1,0,0,2,High
obese,pescatarian,less frequently,walk/bicycle,often,215,very frequently,large,6,2,49,21,Yes,"['Paper', 'Metal']",[Microwave],4191,0,0,1,1,2,0,0,1,0,0,1,Medium
obese,omnivore,daily,walk/bicycle,never,89,never,small,7,23,26,0,Sometimes,[Plastic],"['Microwave', 'Grill', 'Airfryer']",1359,1,0,0,0,1,0,0,1,1,1,3,Low
overweight,pescatarian,daily,walk/bicycle,often,54,never,small,5,12,17,21,Sometimes,[Paper],[Microwave],1026,0,0,0,1,1,0,0,1,0,0,1,Low
underweight,vegan,twice a day,private,never,124,frequently,small,7,24,17,16,Yes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2809,1,0,1,0,2,0,1,0,1,1,3,Medium
normal,omnivore,less frequently,private,never,70,frequently,small,3,21,11,4,Yes,[],"['Stove', 'Grill', 'Airfryer']",4010,0,0,0,0,0,1,0,0,1,1,3,Low
overweight,pescatarian,daily,walk/bicycle,never,218,rarely,medium,1,22,5,10,Sometimes,[Glass],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1319,0,1,0,0,1,0,1,1,1,1,4,Medium
underweight,vegetarian,daily,public,sometimes,241,frequently,medium,5,5,41,21,No,"['Paper', 'Plastic', 'Glass', 'Metal']",[Oven],1573,1,1,1,1,4,0,1,0,0,0,1,High
normal,vegan,daily,walk/bicycle,never,151,frequently,extra large,7,7,21,8,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2397,1,1,0,0,2,0,0,1,1,1,3,Medium
overweight,pescatarian,less frequently,public,never,165,frequently,extra large,4,17,37,17,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2235,1,0,1,1,3,1,1,0,1,1,4,Medium
obese,vegan,less frequently,private,sometimes,223,never,extra large,1,18,19,5,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",1498,1,0,0,1,2,0,1,1,0,0,2,Medium
normal,vegan,more frequently,public,sometimes,200,very frequently,small,5,20,16,4,Sometimes,[Glass],"['Oven', 'Microwave']",2525,0,1,0,0,1,0,1,1,0,0,2,Medium
overweight,vegan,twice a day,private,often,237,frequently,small,4,14,9,9,Yes,"['Glass', 'Metal']","['Stove', 'Oven']",3440,0,1,1,0,2,1,1,0,0,0,2,High
overweight,omnivore,daily,private,often,118,frequently,extra large,3,14,28,22,No,"['Plastic', 'Glass', 'Metal']",[],5254,1,1,1,0,3,0,0,0,0,0,0,Medium
overweight,pescatarian,daily,walk/bicycle,often,116,very frequently,large,4,20,15,18,Yes,"['Plastic', 'Metal']",[Stove],2589,1,0,1,0,2,1,0,0,0,0,1,Medium
overweight,pescatarian,more frequently,public,sometimes,234,very frequently,extra large,3,7,10,1,No,"['Paper', 'Metal']",[],2438,0,0,1,1,2,0,0,0,0,0,0,High
normal,vegan,daily,public,often,100,frequently,small,6,4,39,14,No,"['Plastic', 'Metal']","['Stove', 'Microwave']",2113,1,0,1,0,2,1,0,1,0,0,2,Low
normal,pescatarian,more frequently,public,often,56,frequently,large,6,18,2,23,No,"['Plastic', 'Glass', 'Metal']",[Microwave],2177,1,1,1,0,3,0,0,1,0,0,1,Low
underweight,pescatarian,more frequently,private,sometimes,224,rarely,extra large,5,21,33,0,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",4105,1,1,0,1,3,1,0,1,0,0,2,Medium
obese,pescatarian,more frequently,walk/bicycle,often,186,frequently,medium,2,17,21,15,Sometimes,"['Paper', 'Plastic', 'Metal']",[Stove],2016,1,0,1,1,3,1,0,0,0,0,1,Medium
normal,omnivore,twice a day,public,never,102,never,medium,6,7,39,7,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1630,0,0,1,1,2,1,1,0,1,1,4,Low
underweight,vegan,daily,private,never,123,never,large,7,8,30,6,Sometimes,"['Paper', 'Plastic']",[Oven],2768,1,0,0,1,2,0,1,0,0,0,1,Medium
obese,omnivore,twice a day,private,never,79,frequently,extra large,1,14,29,13,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1989,0,1,1,1,3,0,1,0,1,1,3,Low
underweight,vegetarian,more frequently,public,sometimes,266,frequently,large,4,19,38,19,Yes,[Glass],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2190,0,1,0,0,1,0,1,1,1,1,4,High
overweight,vegan,twice a day,walk/bicycle,often,162,never,extra large,1,15,43,20,No,[Metal],"['Stove', 'Oven', 'Microwave']",1585,0,0,1,0,1,1,1,1,0,0,3,Medium
underweight,pescatarian,twice a day,walk/bicycle,never,296,frequently,medium,5,16,17,2,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1335,0,0,1,1,2,1,1,1,0,0,3,High
normal,pescatarian,twice a day,walk/bicycle,often,207,rarely,large,7,6,46,12,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",2473,0,0,0,0,0,0,0,1,1,1,3,Medium
normal,omnivore,more frequently,walk/bicycle,never,154,frequently,small,2,7,38,23,No,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1807,0,1,0,1,2,0,1,1,1,1,4,Medium
normal,omnivore,more frequently,walk/bicycle,often,186,frequently,small,6,4,42,23,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2461,0,0,0,0,0,0,1,1,1,1,4,Medium
normal,vegan,less frequently,public,often,248,frequently,small,2,17,47,15,Yes,"['Paper', 'Glass', 'Metal']",[Microwave],1721,0,1,1,1,3,0,0,1,0,0,1,High
overweight,vegan,twice a day,public,never,148,never,extra large,5,23,5,10,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1377,0,0,1,1,2,1,0,1,1,1,4,Medium
underweight,vegan,daily,walk/bicycle,never,265,very frequently,small,5,24,15,16,Sometimes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2007,0,1,0,1,2,0,0,1,1,1,3,High
normal,omnivore,less frequently,public,sometimes,224,never,large,1,18,7,8,Sometimes,"['Glass', 'Metal']",[Stove],817,0,1,1,0,2,1,0,0,0,0,1,Medium
overweight,vegetarian,more frequently,private,never,270,very frequently,large,1,18,42,23,Yes,"['Paper', 'Glass']",[Microwave],3116,0,1,0,1,2,0,0,1,0,0,1,High
obese,vegetarian,more frequently,private,sometimes,93,never,large,6,12,48,17,No,"['Glass', 'Metal']","['Stove', 'Oven']",3582,0,1,1,0,2,1,1,0,0,0,2,Low
obese,vegetarian,twice a day,public,sometimes,218,rarely,small,1,24,19,3,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1626,1,1,0,0,2,1,1,0,1,1,4,Medium
normal,vegan,daily,walk/bicycle,sometimes,264,frequently,large,5,5,36,22,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1918,1,1,1,1,4,0,0,0,0,0,0,High
normal,vegan,twice a day,public,never,297,rarely,large,6,5,34,7,No,[Paper],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1690,0,0,0,1,1,1,1,1,1,1,5,High
underweight,omnivore,twice a day,public,sometimes,292,frequently,medium,3,11,14,17,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",1887,0,1,1,1,3,1,1,0,0,0,2,High
overweight,vegan,twice a day,walk/bicycle,sometimes,170,very frequently,extra large,5,18,35,22,Yes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",3722,1,0,1,0,2,0,0,0,1,1,2,Medium
underweight,omnivore,twice a day,walk/bicycle,often,228,frequently,medium,6,24,43,19,Sometimes,[],"['Grill', 'Airfryer']",2827,0,0,0,0,0,0,0,0,1,1,2,Medium
obese,vegan,more frequently,public,often,131,frequently,large,6,13,25,4,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2487,1,1,1,1,4,1,0,0,1,1,3,Medium
underweight,pescatarian,less frequently,private,often,59,never,extra large,2,10,36,20,Yes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1194,1,0,1,0,2,1,0,0,1,1,3,Low
underweight,pescatarian,less frequently,walk/bicycle,never,252,frequently,small,2,19,35,2,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven']",1727,1,0,1,0,2,1,1,0,0,0,2,High
overweight,vegan,twice a day,public,often,59,rarely,extra large,3,19,37,7,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1706,1,1,1,1,4,1,0,1,0,0,2,Low
obese,omnivore,daily,private,never,69,very frequently,small,6,12,47,1,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",4352,1,1,0,0,2,0,1,1,0,0,2,Low
normal,pescatarian,daily,walk/bicycle,often,179,frequently,small,5,10,4,20,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",1643,0,1,1,0,2,1,1,0,0,0,2,Medium
obese,vegan,daily,public,often,230,very frequently,extra large,1,20,2,15,Sometimes,"['Paper', 'Plastic', 'Glass']",[Oven],2666,1,1,0,1,3,0,1,0,0,0,1,High
normal,omnivore,more frequently,public,often,290,rarely,small,4,20,17,6,No,[Glass],"['Grill', 'Airfryer']",1797,0,1,0,0,1,0,0,0,1,1,2,High
underweight,vegetarian,twice a day,walk/bicycle,often,248,very frequently,medium,5,18,20,19,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2736,0,1,1,1,3,0,1,0,1,1,3,High
overweight,vegan,less frequently,walk/bicycle,often,284,never,extra large,6,6,10,20,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",1855,0,1,0,1,2,1,0,0,1,1,3,High
obese,vegan,less frequently,private,never,272,never,extra large,6,4,1,23,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",1775,1,0,1,0,2,0,1,1,0,0,2,High
overweight,pescatarian,twice a day,public,often,170,never,small,7,21,33,11,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1323,0,1,1,1,3,0,1,1,1,1,4,Medium
obese,vegetarian,twice a day,public,never,67,very frequently,small,2,6,12,6,No,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2768,0,1,1,0,2,0,0,1,1,1,3,Low
normal,omnivore,less frequently,private,often,155,frequently,small,3,6,48,11,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3511,0,1,1,0,2,0,1,1,1,1,4,Medium
overweight,pescatarian,twice a day,private,sometimes,231,frequently,extra large,7,20,15,2,Yes,[Plastic],[Microwave],2230,1,0,0,0,1,0,0,1,0,0,1,High
obese,vegetarian,twice a day,walk/bicycle,sometimes,149,very frequently,medium,6,23,34,8,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[Stove],2656,1,1,1,1,4,1,0,0,0,0,1,Medium
normal,pescatarian,daily,private,never,232,rarely,medium,1,2,37,22,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2472,0,0,0,0,0,0,1,1,1,1,4,High
normal,vegetarian,twice a day,walk/bicycle,often,268,rarely,large,2,6,9,7,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1061,1,1,1,0,3,1,1,0,0,0,2,High
underweight,pescatarian,more frequently,private,never,55,frequently,large,7,19,49,18,Yes,[Metal],"['Stove', 'Oven', 'Microwave']",2400,0,0,1,0,1,1,1,1,0,0,3,Low
obese,vegetarian,twice a day,walk/bicycle,never,182,never,extra large,6,21,4,15,Sometimes,[Plastic],[Microwave],1436,1,0,0,0,1,0,0,1,0,0,1,Medium
overweight,omnivore,daily,walk/bicycle,sometimes,136,rarely,small,7,18,30,19,No,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1458,1,1,0,0,2,1,0,1,1,1,4,Medium
normal,vegan,more frequently,private,sometimes,182,rarely,medium,2,19,3,0,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3540,0,0,1,1,2,0,1,1,1,1,4,Medium
overweight,vegetarian,twice a day,walk/bicycle,never,240,rarely,small,4,10,16,8,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",1085,0,1,1,1,3,1,1,0,0,0,2,High
overweight,omnivore,more frequently,public,never,122,very frequently,medium,1,21,0,0,No,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1724,1,1,1,1,4,0,0,0,0,0,0,Medium
normal,vegan,twice a day,walk/bicycle,often,59,very frequently,small,3,5,44,24,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave']",2780,1,0,1,0,2,1,0,1,0,0,2,Low
overweight,vegan,daily,public,never,251,never,medium,6,1,50,19,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1725,0,0,1,1,2,1,1,1,1,1,5,High
overweight,omnivore,less frequently,private,often,266,rarely,large,7,14,11,15,No,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3992,0,1,1,0,2,0,1,0,1,1,3,High
overweight,vegetarian,less frequently,walk/bicycle,sometimes,279,rarely,small,7,6,42,24,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",1635,0,0,1,1,2,1,1,0,0,0,2,High
normal,pescatarian,less frequently,public,often,67,never,extra large,2,14,26,4,Sometimes,"['Paper', 'Plastic']",[],1116,1,0,0,1,2,0,0,0,0,0,0,Low
overweight,omnivore,twice a day,walk/bicycle,never,92,very frequently,extra large,3,22,11,20,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2400,1,0,1,0,2,0,1,1,1,1,4,Low
normal,omnivore,twice a day,walk/bicycle,sometimes,237,never,extra large,1,1,20,0,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1265,1,1,0,0,2,1,0,1,1,1,4,High
underweight,omnivore,less frequently,walk/bicycle,often,283,never,large,6,23,43,24,Sometimes,"['Paper', 'Glass']",[],1890,0,1,0,1,2,0,0,0,0,0,0,High
normal,pescatarian,daily,walk/bicycle,often,171,rarely,large,3,1,10,14,No,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",874,0,1,1,1,3,0,0,1,1,1,3,Medium
normal,vegan,daily,walk/bicycle,often,136,rarely,small,1,4,42,2,No,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1380,0,0,1,1,2,1,0,1,1,1,4,Medium
normal,vegetarian,daily,private,never,56,rarely,medium,2,22,17,2,Yes,"['Paper', 'Glass']",[Oven],2777,0,1,0,1,2,0,1,0,0,0,1,Low
obese,vegan,twice a day,public,often,178,never,extra large,1,12,19,19,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1096,1,1,1,1,4,1,0,1,1,1,4,Medium
normal,omnivore,more frequently,walk/bicycle,sometimes,71,never,large,2,2,45,5,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",1390,0,1,1,0,2,0,0,0,1,1,2,Low
obese,omnivore,twice a day,private,sometimes,79,rarely,small,1,16,47,1,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2072,0,0,0,0,0,1,1,0,1,1,4,Low
normal,omnivore,daily,public,often,258,very frequently,large,3,14,19,7,Yes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2420,1,0,1,0,2,0,1,0,1,1,3,High
overweight,pescatarian,twice a day,walk/bicycle,often,169,frequently,large,2,16,0,1,Yes,[Metal],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1801,0,0,1,0,1,0,1,1,1,1,4,Medium
obese,omnivore,daily,public,often,246,rarely,medium,6,1,45,20,No,"['Paper', 'Plastic']",[],3106,1,0,0,1,2,0,0,0,0,0,0,High
underweight,omnivore,twice a day,walk/bicycle,sometimes,92,frequently,extra large,7,22,35,19,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2361,1,1,1,1,4,1,1,0,0,0,2,Low
obese,vegetarian,less frequently,private,never,190,rarely,large,5,21,30,2,Yes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3506,0,1,1,0,2,1,0,0,1,1,3,Medium
normal,vegan,more frequently,private,sometimes,280,very frequently,large,5,13,14,23,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3712,1,1,1,1,4,0,1,0,1,1,3,High
underweight,pescatarian,daily,private,never,58,frequently,small,1,1,48,15,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",3801,0,1,1,0,2,1,1,0,0,0,2,Low
underweight,pescatarian,less frequently,walk/bicycle,often,243,frequently,medium,4,6,34,9,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1871,1,0,1,0,2,0,1,1,1,1,4,High
normal,omnivore,twice a day,public,often,58,never,medium,7,12,37,1,No,[Metal],[Oven],1517,0,0,1,0,1,0,1,0,0,0,1,Low
normal,vegetarian,more frequently,public,often,177,very frequently,extra large,1,10,35,13,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1859,1,1,1,1,4,0,1,1,0,0,2,Medium
obese,vegetarian,daily,private,often,210,very frequently,large,6,16,22,7,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",8377,0,1,0,1,2,1,1,1,0,0,3,Medium
normal,omnivore,less frequently,private,often,51,frequently,large,1,0,29,5,Yes,"['Paper', 'Plastic', 'Glass']",[Oven],1652,1,1,0,1,3,0,1,0,0,0,1,Low
obese,pescatarian,less frequently,private,sometimes,182,very frequently,extra large,2,14,14,17,No,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",4976,0,0,1,1,2,0,1,0,1,1,3,Medium
underweight,vegan,daily,walk/bicycle,often,86,rarely,large,3,7,29,8,Yes,[Glass],[],1583,0,1,0,0,1,0,0,0,0,0,0,Low
underweight,vegetarian,daily,public,often,257,never,medium,4,17,2,13,Yes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1065,0,1,0,1,2,0,1,1,1,1,4,High
normal,pescatarian,twice a day,walk/bicycle,sometimes,207,rarely,extra large,1,21,29,24,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",1116,0,0,1,1,2,1,0,0,1,1,3,Medium
normal,pescatarian,less frequently,walk/bicycle,sometimes,101,rarely,extra large,4,7,32,13,No,[Glass],[Oven],1897,0,1,0,0,1,0,1,0,0,0,1,Low
underweight,omnivore,less frequently,public,never,167,frequently,small,1,22,4,23,Sometimes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",1183,1,0,1,1,3,0,0,0,1,1,2,Medium
normal,omnivore,twice a day,public,sometimes,207,rarely,large,7,0,3,6,Yes,[Metal],"['Oven', 'Microwave']",1728,0,0,1,0,1,0,1,1,0,0,2,Medium
overweight,pescatarian,less frequently,walk/bicycle,often,268,frequently,large,7,11,6,1,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1693,1,1,1,1,4,1,1,1,0,0,3,High
obese,vegetarian,more frequently,public,sometimes,292,very frequently,extra large,7,17,28,22,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",4113,0,1,1,1,3,1,0,0,1,1,3,High
obese,vegetarian,more frequently,private,often,87,frequently,extra large,3,1,31,7,Sometimes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",5686,0,0,1,1,2,0,0,1,1,1,3,Low
overweight,vegetarian,less frequently,walk/bicycle,sometimes,275,rarely,medium,6,1,15,6,Yes,"['Glass', 'Metal']",[Stove],1285,0,1,1,0,2,1,0,0,0,0,1,High
underweight,vegetarian,daily,walk/bicycle,often,142,never,medium,3,3,49,16,Sometimes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1507,0,1,1,0,2,0,0,1,1,1,3,Medium
overweight,omnivore,more frequently,public,often,134,frequently,small,4,20,3,21,No,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2587,0,0,0,0,0,1,0,1,1,1,4,Medium
obese,omnivore,more frequently,walk/bicycle,sometimes,73,frequently,medium,1,9,43,19,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1875,1,1,1,1,4,0,0,0,0,0,0,Low
normal,vegan,daily,private,sometimes,239,frequently,medium,4,22,34,0,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2313,0,1,1,0,2,1,1,1,0,0,3,High
overweight,pescatarian,twice a day,private,sometimes,297,never,large,7,8,33,10,No,[Glass],"['Stove', 'Oven', 'Microwave']",2573,0,1,0,0,1,1,1,1,0,0,3,High
overweight,vegetarian,more frequently,walk/bicycle,never,114,very frequently,small,3,12,24,10,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2692,1,1,0,1,3,0,1,0,1,1,3,Low
obese,vegan,twice a day,public,often,137,never,extra large,5,18,40,13,Yes,[Metal],"['Stove', 'Grill', 'Airfryer']",2269,0,0,1,0,1,1,0,0,1,1,3,Medium
overweight,vegetarian,daily,walk/bicycle,sometimes,254,very frequently,large,4,22,17,6,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2775,1,1,0,1,3,1,0,1,1,1,4,High
underweight,omnivore,twice a day,walk/bicycle,never,233,very frequently,extra large,4,19,47,23,Sometimes,[Paper],"['Stove', 'Oven', 'Microwave']",3523,0,0,0,1,1,1,1,1,0,0,3,High
normal,vegetarian,more frequently,private,often,115,very frequently,medium,4,15,32,12,Sometimes,[Paper],[Oven],3156,0,0,0,1,1,0,1,0,0,0,1,Medium
normal,vegan,twice a day,walk/bicycle,often,264,never,medium,2,3,5,2,Sometimes,"['Paper', 'Metal']",[Stove],777,0,0,1,1,2,1,0,0,0,0,1,High
