ID,Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
10001,underweight,female,omnivore,less frequently,electricity,private,electric,sometimes,139,rarely,3959,small,3,4,15,23,Sometimes,"['Paper', 'Metal']",['Oven'],798
10002,overweight,female,pescatarian,twice a day,electricity,private,diesel,sometimes,164,never,4410,medium,7,3,24,4,Yes,"['Plastic', 'Glass']","['Oven', 'Microwave']",2211
10003,overweight,male,vegan,daily,coal,walk/bicycle,,often,266,never,0,large,2,23,40,2,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",1709
10004,obese,male,pescatarian,less frequently,coal,public,,sometimes,162,never,1540,extra large,7,20,23,7,Sometimes,"['Glass', 'Metal']",['Oven'],2563
10005,obese,male,pescatarian,daily,coal,public,,never,127,rarely,491,extra large,2,24,11,24,No,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1966
10006,obese,female,pescatarian,more frequently,electricity,walk/bicycle,,sometimes,108,frequently,6,small,3,14,35,17,Yes,"['Plastic', 'Glass']",['Microwave'],1652
10007,normal,male,vegetarian,twice a day,natural gas,private,hybrid,sometimes,171,very frequently,7944,large,2,12,19,14,Sometimes,['Metal'],"['Grill', 'Airfryer']",3764
10008,obese,male,vegan,twice a day,natural gas,private,hybrid,sometimes,115,very frequently,8155,small,7,9,5,23,No,['Glass'],[],4388
10009,obese,male,vegan,less frequently,natural gas,public,,often,254,very frequently,1799,extra large,2,12,27,16,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3678
10010,obese,female,pescatarian,daily,electricity,private,lpg,never,120,rarely,4024,large,3,4,38,15,No,['Metal'],"['Stove', 'Microwave']",2524
10011,normal,male,vegetarian,twice a day,wood,private,electric,sometimes,223,very frequently,6049,medium,1,10,7,8,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2144
10012,overweight,female,vegetarian,more frequently,wood,private,petrol,sometimes,141,never,6094,large,1,18,7,11,Yes,"['Paper', 'Glass', 'Metal']",[],2718
10013,overweight,male,vegetarian,less frequently,coal,public,,sometimes,87,never,887,medium,7,6,44,14,No,['Paper'],"['Stove', 'Microwave']",2231
10014,normal,male,vegan,daily,coal,private,electric,never,171,never,9897,medium,1,22,17,14,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1212
10015,overweight,female,vegan,more frequently,electricity,walk/bicycle,,never,75,rarely,60,small,6,19,11,9,Sometimes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",888
10016,obese,male,vegan,more frequently,wood,private,electric,often,88,very frequently,5291,small,3,12,44,21,Yes,"['Glass', 'Metal']","['Grill', 'Airfryer']",3350
10017,overweight,female,pescatarian,more frequently,natural gas,private,petrol,never,59,very frequently,5409,large,2,12,4,9,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven']",3795
10018,overweight,female,omnivore,twice a day,natural gas,walk/bicycle,,often,218,never,46,medium,1,7,36,24,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1552
10019,normal,female,pescatarian,more frequently,electricity,private,petrol,often,99,very frequently,9676,small,3,6,46,17,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",5240
10020,normal,male,pescatarian,daily,natural gas,private,electric,sometimes,165,very frequently,2798,medium,1,1,41,23,Yes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",2531
10021,normal,female,vegan,daily,coal,public,,never,241,very frequently,183,extra large,4,4,28,23,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2525
10022,underweight,male,pescatarian,twice a day,wood,public,,never,227,frequently,1784,medium,1,7,46,23,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven']",2098
10023,obese,male,omnivore,more frequently,wood,private,electric,never,261,very frequently,6569,medium,4,22,24,17,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",3287
10024,underweight,male,pescatarian,more frequently,wood,public,,often,67,very frequently,1220,small,1,14,35,3,No,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2440
10025,underweight,male,vegan,more frequently,electricity,walk/bicycle,,never,74,rarely,7,extra large,5,7,22,3,Sometimes,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1246
10026,underweight,female,vegetarian,twice a day,wood,private,diesel,sometimes,284,never,6645,small,7,14,3,2,Yes,['Glass'],['Stove'],2162
10027,obese,female,pescatarian,more frequently,electricity,private,hybrid,never,276,frequently,9041,extra large,6,5,42,7,Sometimes,['Paper'],['Stove'],4371
10028,normal,male,vegetarian,twice a day,wood,public,,often,122,rarely,850,extra large,4,9,21,13,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],1614
10029,underweight,female,omnivore,daily,coal,public,,never,233,very frequently,362,medium,6,5,45,21,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2927
10030,overweight,female,vegetarian,less frequently,electricity,private,diesel,sometimes,131,frequently,6486,large,6,19,3,24,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3096
10031,underweight,female,vegetarian,twice a day,natural gas,public,,sometimes,122,rarely,952,small,1,24,3,19,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",925
10032,underweight,female,vegetarian,more frequently,wood,public,,never,70,very frequently,1324,large,4,7,44,11,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2161
10033,normal,male,vegan,daily,coal,private,hybrid,sometimes,156,very frequently,2206,large,7,16,39,18,Yes,['Paper'],"['Stove', 'Oven', 'Microwave']",3923
10034,obese,male,omnivore,daily,wood,walk/bicycle,,often,265,very frequently,71,extra large,3,16,48,22,Sometimes,['Metal'],"['Stove', 'Grill', 'Airfryer']",4415
10035,obese,male,pescatarian,less frequently,electricity,public,,often,118,rarely,1192,extra large,2,2,2,15,Sometimes,"['Glass', 'Metal']",['Stove'],1258
10036,underweight,female,vegan,twice a day,coal,public,,often,281,never,1752,large,5,8,43,19,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1575
10037,overweight,female,pescatarian,twice a day,coal,private,hybrid,never,148,very frequently,3597,medium,3,8,33,1,Sometimes,"['Paper', 'Plastic']",['Stove'],3064
10038,overweight,female,vegetarian,daily,natural gas,walk/bicycle,,sometimes,292,very frequently,81,large,7,0,37,17,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",3161
10039,normal,female,vegan,less frequently,coal,private,hybrid,often,154,never,1018,small,1,21,44,23,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1625
10040,normal,male,vegetarian,twice a day,coal,public,,never,281,never,261,small,7,13,7,10,Sometimes,"['Paper', 'Metal']","['Grill', 'Airfryer']",1115
10041,underweight,male,vegetarian,twice a day,natural gas,walk/bicycle,,never,117,rarely,94,large,5,20,35,18,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1609
10042,obese,female,vegan,twice a day,coal,walk/bicycle,,sometimes,234,rarely,39,medium,7,4,29,1,No,['Paper'],['Stove'],2005
10043,normal,female,vegan,twice a day,coal,private,electric,sometimes,173,never,3483,extra large,4,16,7,7,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",1199
10044,underweight,male,omnivore,less frequently,electricity,public,,often,77,rarely,1099,small,6,4,32,21,Sometimes,['Metal'],"['Oven', 'Grill', 'Airfryer']",1418
10045,obese,male,pescatarian,twice a day,coal,private,petrol,sometimes,232,rarely,8784,large,1,22,22,7,No,"['Plastic', 'Metal']","['Stove', 'Microwave']",5985
10046,underweight,male,omnivore,twice a day,wood,private,lpg,sometimes,76,rarely,581,small,4,6,38,10,No,"['Paper', 'Plastic', 'Metal']",[],1421
10047,normal,male,vegetarian,more frequently,natural gas,walk/bicycle,,sometimes,244,frequently,65,small,6,17,41,16,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2071
10048,underweight,male,vegetarian,more frequently,wood,walk/bicycle,,sometimes,253,frequently,41,medium,7,9,33,20,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2558
10049,overweight,male,omnivore,less frequently,electricity,walk/bicycle,,often,97,very frequently,65,extra large,4,9,7,23,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2555
10050,obese,male,vegetarian,more frequently,wood,public,,often,253,never,388,large,6,22,48,19,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",2554
10051,obese,male,omnivore,more frequently,wood,public,,sometimes,269,never,10,extra large,4,13,27,19,Yes,[],"['Oven', 'Grill', 'Airfryer']",2612
10052,normal,female,omnivore,daily,electricity,private,petrol,sometimes,124,frequently,1612,medium,2,22,33,9,No,"['Paper', 'Glass']","['Stove', 'Oven']",1966
10053,obese,male,vegan,twice a day,wood,walk/bicycle,,often,80,rarely,49,large,7,21,38,17,Sometimes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2895
10054,underweight,female,vegan,more frequently,coal,public,,often,125,rarely,1147,large,3,6,22,19,Sometimes,['Plastic'],['Microwave'],1591
10055,obese,male,pescatarian,twice a day,electricity,private,hybrid,never,91,frequently,1953,large,2,23,47,7,No,"['Paper', 'Plastic', 'Metal']",['Microwave'],2357
10056,underweight,male,vegan,daily,coal,private,petrol,often,128,rarely,1756,small,3,3,49,8,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",2511
10057,underweight,male,vegan,more frequently,natural gas,walk/bicycle,,never,52,very frequently,50,medium,7,14,25,12,No,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2706
10058,normal,female,vegan,twice a day,electricity,public,,often,246,very frequently,1594,large,1,8,40,13,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2044
10059,obese,female,omnivore,twice a day,coal,public,,never,160,rarely,1628,extra large,6,19,39,13,Yes,"['Paper', 'Glass']",['Stove'],2647
10060,underweight,female,vegan,more frequently,natural gas,private,petrol,often,169,very frequently,6096,small,7,12,49,0,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave']",4404
10061,normal,male,pescatarian,twice a day,coal,walk/bicycle,,never,283,rarely,61,small,7,13,1,11,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave']",1508
10062,underweight,female,vegetarian,less frequently,natural gas,walk/bicycle,,never,267,never,96,small,1,20,15,0,Yes,['Metal'],"['Stove', 'Oven']",667
10063,obese,female,vegetarian,less frequently,natural gas,public,,never,118,frequently,1646,extra large,3,17,4,2,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1689
10064,overweight,male,pescatarian,daily,natural gas,walk/bicycle,,sometimes,232,never,68,extra large,4,19,7,12,Yes,"['Paper', 'Metal']",[],1328
10065,overweight,female,vegetarian,daily,natural gas,walk/bicycle,,often,291,frequently,30,medium,4,0,13,18,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",2110
10066,underweight,female,vegetarian,more frequently,coal,private,electric,never,205,frequently,18,small,5,9,16,0,Sometimes,"['Glass', 'Metal']","['Stove', 'Microwave']",1498
10067,underweight,female,omnivore,more frequently,natural gas,walk/bicycle,,often,210,frequently,27,large,6,7,32,5,Yes,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2187
10068,obese,female,vegan,more frequently,natural gas,walk/bicycle,,never,220,never,21,small,7,17,29,24,Yes,['Paper'],"['Stove', 'Microwave']",1442
10069,obese,female,omnivore,less frequently,electricity,walk/bicycle,,sometimes,132,very frequently,44,extra large,6,13,19,16,Yes,['Metal'],"['Stove', 'Microwave']",3070
10070,obese,female,pescatarian,more frequently,wood,public,,often,150,very frequently,1131,extra large,4,18,21,1,Sometimes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2783
10071,overweight,female,omnivore,daily,wood,walk/bicycle,,often,275,rarely,1,large,6,20,16,3,No,"['Paper', 'Glass', 'Metal']",['Microwave'],1834
10072,obese,male,vegetarian,less frequently,wood,public,,often,181,never,1938,medium,3,2,1,4,No,"['Paper', 'Glass']","['Stove', 'Microwave']",1154
10073,obese,female,vegetarian,more frequently,wood,private,electric,never,122,never,5080,extra large,3,10,47,11,No,"['Paper', 'Plastic']","['Oven', 'Microwave']",1794
10074,normal,male,pescatarian,daily,coal,public,,never,236,very frequently,719,large,4,17,31,4,Yes,"['Paper', 'Glass']","['Stove', 'Microwave']",3077
10075,obese,female,vegetarian,twice a day,coal,private,diesel,never,93,frequently,4564,extra large,2,6,6,4,No,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2857
10076,normal,male,omnivore,less frequently,electricity,private,electric,often,56,never,2315,extra large,3,11,49,16,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1402
10077,underweight,male,pescatarian,daily,wood,walk/bicycle,,never,74,never,39,extra large,6,9,6,22,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1275
10078,obese,male,pescatarian,twice a day,wood,walk/bicycle,,never,238,never,27,small,3,18,3,21,Sometimes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1242
10079,obese,male,vegan,more frequently,wood,private,electric,never,68,rarely,8892,small,7,5,0,16,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1051
10080,overweight,female,vegan,daily,coal,walk/bicycle,,sometimes,219,very frequently,27,large,6,18,11,12,Sometimes,"['Paper', 'Glass', 'Metal']",['Oven'],2583
10081,normal,female,vegan,less frequently,wood,public,,often,223,rarely,1402,large,5,3,27,20,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1671
10082,normal,female,pescatarian,daily,wood,public,,often,290,frequently,102,large,4,3,49,2,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2154
10083,underweight,male,vegan,more frequently,natural gas,walk/bicycle,,sometimes,226,very frequently,59,extra large,2,8,39,6,Sometimes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2535
10084,normal,female,vegetarian,daily,wood,walk/bicycle,,often,219,rarely,75,large,1,0,7,24,Sometimes,"['Plastic', 'Metal']",['Microwave'],1077
10085,underweight,male,pescatarian,more frequently,electricity,walk/bicycle,,often,124,rarely,51,large,7,16,40,7,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1731
10086,normal,male,omnivore,daily,coal,walk/bicycle,,sometimes,232,rarely,43,small,7,1,15,17,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1539
10087,normal,male,pescatarian,twice a day,natural gas,walk/bicycle,,sometimes,231,never,99,extra large,1,3,13,6,Yes,['Glass'],"['Stove', 'Oven', 'Microwave']",1118
10088,overweight,female,pescatarian,daily,natural gas,walk/bicycle,,never,229,never,37,medium,3,15,50,20,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1704
10089,underweight,female,vegetarian,less frequently,natural gas,private,electric,sometimes,62,never,6798,small,2,0,12,8,Sometimes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",697
10090,underweight,male,vegan,less frequently,wood,public,,often,187,very frequently,1010,extra large,6,9,12,6,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3014
10091,normal,male,vegan,twice a day,natural gas,public,,never,265,frequently,768,large,6,20,19,17,No,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2428
10092,normal,female,vegan,twice a day,wood,private,electric,often,90,rarely,6787,small,3,16,4,17,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",953
10093,overweight,male,vegan,more frequently,natural gas,private,diesel,sometimes,190,never,9767,medium,5,3,42,24,Sometimes,"['Paper', 'Plastic']","['Stove', 'Microwave']",4418
10094,overweight,male,vegan,twice a day,electricity,private,lpg,sometimes,85,very frequently,9106,small,1,10,33,4,Sometimes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",5285
10095,normal,male,vegetarian,more frequently,wood,private,hybrid,often,72,very frequently,8260,medium,5,5,41,9,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4222
10096,underweight,male,vegetarian,twice a day,electricity,public,,never,281,never,1428,small,7,15,45,10,No,['Plastic'],['Stove'],1428
10097,obese,female,pescatarian,less frequently,wood,walk/bicycle,,often,60,frequently,85,small,6,6,50,13,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2259
10098,normal,female,vegetarian,twice a day,electricity,private,diesel,never,139,never,8042,large,1,21,7,14,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave']",2455
10099,underweight,female,pescatarian,daily,coal,private,hybrid,never,92,rarely,3976,medium,3,11,33,23,No,"['Paper', 'Glass']","['Grill', 'Airfryer']",1930
10100,obese,male,omnivore,twice a day,electricity,walk/bicycle,,sometimes,120,very frequently,39,medium,2,14,20,17,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2556
10101,overweight,female,vegetarian,less frequently,electricity,public,,often,275,frequently,156,large,2,24,1,22,No,"['Plastic', 'Metal']","['Grill', 'Airfryer']",1418
10102,normal,male,pescatarian,less frequently,natural gas,private,hybrid,never,139,very frequently,2332,small,7,1,18,10,Sometimes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2972
10103,overweight,male,pescatarian,more frequently,natural gas,public,,never,115,never,1516,extra large,3,6,2,12,No,"['Paper', 'Metal']","['Stove', 'Microwave']",1091
10104,underweight,female,pescatarian,twice a day,natural gas,private,diesel,often,110,very frequently,5017,small,7,11,47,6,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3271
10105,normal,male,vegan,daily,coal,walk/bicycle,,never,83,frequently,39,small,7,13,15,9,Sometimes,"['Paper', 'Plastic']",['Microwave'],1696
10106,normal,female,pescatarian,more frequently,electricity,walk/bicycle,,never,227,frequently,0,large,3,4,49,24,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1845
10107,normal,female,pescatarian,daily,coal,public,,often,154,very frequently,1463,large,4,14,1,4,Sometimes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",2377
10108,underweight,female,vegetarian,more frequently,wood,private,lpg,never,198,frequently,7995,large,4,24,37,20,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3596
10109,underweight,female,pescatarian,more frequently,wood,private,diesel,often,150,rarely,4860,extra large,2,11,6,12,Sometimes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2091
10110,underweight,male,omnivore,daily,wood,private,electric,sometimes,285,frequently,5132,extra large,3,14,6,12,Sometimes,[],"['Stove', 'Microwave']",2225
10111,overweight,female,pescatarian,twice a day,electricity,private,petrol,sometimes,54,frequently,5793,small,2,24,33,17,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3585
10112,normal,female,vegan,more frequently,natural gas,public,,sometimes,52,never,1866,small,5,22,35,2,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",1080
